Título,Fecha,URL_PDF
Making Climate Data Accessible: Methods for Producing NEX-GDDP and LOCA Downscaled Climate Indicators,"May 26, 2021",https://files.wri.org/d8/s3fs-public/2021-05/making-climate-data-accessible.pdf?VersionId=ZBoiz3HwzROslsl6H9b5sbA8bQy3X5oo
Setting Enterprise Water Targets: A Guide for Companies,"May 24, 2021",https://files.wri.org/d8/s3fs-public/2021-05/setting-enterprise-water-targets.pdf?VersionId=IBgiyTWDisS1jqDqSkjeMJKBFEpcAtRg
Low-Speed Zone Guide,"May 14, 2021",https://files.wri.org/d8/s3fs-public/2022-07/low-speed-zone-guide.pdf?VersionId=0pTN6oOU1.wOtWd2eO4mAR4usCodQib5
Secondhand Shopping: Understanding Consumer Behavior toward Pre-owned Clothing in India,"May 10, 2021",https://files.wri.org/d8/s3fs-public/2021-05/secondhand-shopping-understanding-consumer-behavior-toward-pre-owned-clothing-india.pdf?VersionId=uWDi8js3jLYu9X6Cbq0CyjCAD9RX7u4z
A Pathway to Carbon Neutral Agriculture in Denmark,"May 7, 2021",https://files.wri.org/d8/s3fs-public/2021-05/carbon-neutral-agriculture-denmark.pdf?VersionId=LRoNzLYZUZW1qHDMm3yMdgtefm5O2PRj
A Practical Framework for Aligning NDC Enhancement and COVID-19 Recovery: Detailed Transport Sector Approaches,"April 30, 2021",https://files.wri.org/d8/s3fs-public/2021-04/practical-framework-aligning-ndc-enhancement-and-covid-19-recovery-detailed-transport-sector-approaches.pdf?VersionId=ByikeDJTQu3nx9XIEufiZ_v6UoH_RpiG
A Practical Framework for Aligning NDC Enhancement and COVID-19 Recovery: Detailed Forest and Agriculture Sectoral Approaches,"April 30, 2021",https://files.wri.org/d8/s3fs-public/2021-04/practical-framework-aligning-ndc-enhancement-and-covid-19-recovery-detailed-forest-agriculture-sectoral-approaches.pdf?VersionId=UGNNkkwTif7y_JI9nrbmd3m240s8Jc3I
"10 Questions to Ask About Planning, Financing and Implementing Transit Oriented Development Strategies","April 30, 2021",https://files.wri.org/d8/s3fs-public/2021-04/10-questions-to-ask-about-planning-financing-implementing-transit-oriented-development-strategies.pdf?VersionId=pcI0Ggb4lyGB073Df_1.k4P7o8VVzxNo
Potential Impact of Corporate Climate Action in India,"April 23, 2021",https://files.wri.org/d8/s3fs-public/2021-04/potential-impact-corporate-climate-action-india_0.pdf?VersionId=CVZ1.wrsnNKh5K4WWCScM.QEgjhiwhvG
Powering Development in Climate Vulnerable Areas: The Role of Decentralized Solar Solutions in India,"April 20, 2021",https://files.wri.org/d8/s3fs-public/2021-04/powering-development-climate-vulnerable-areas.pdf?VersionId=zM6jasv2v_9a4ajKLnfv4ybs40uRxF4y
"Mainstreaming Climate Adaptation Planning and Action into Health Systems in Fiji, Ghana, and Benin","April 7, 2021",https://files.wri.org/d8/s3fs-public/2021-04/mainstreaming-climate-adaptation-planning-and-action-health-systems-fiji-ghana-and-benin_0.pdf?VersionId=DYrfRjzXpTcPHixAVraNfp9.KLof38w4
Tackling Plastic Pollution: Legislative Guide for the Regulation of Single-Use Plastic Products,"April 6, 2021",https://files.wri.org/d8/s3fs-public/tackling-plastic-pollution.pdf
Decoding Climate Mitigation Modeling Studies,"March 30, 2021",https://files.wri.org/d8/s3fs-public/decoding-climate-mitigation-modeling-studies.pdf
"Toward a Tradable, Low-Carbon Product Standard for Steel: Policy Design Considerations for the United States","March 25, 2021",https://files.wri.org/d8/s3fs-public/toward-tradable-low-carbon-product-standard-steel.pdf
Toward a Tradable Low-Carbon Cement Standard: Policy Design Considerations for the United States,"March 25, 2021",https://files.wri.org/d8/s3fs-public/toward-tradable-low-carbon-cement-standard.pdf
A Guide to Assessing the Political Economy of Domestic Climate Change Governance,"March 23, 2021",https://files.wri.org/d8/s3fs-public/guide-assessing-the-political-economy-domestic-climate-change-governance.pdf
Local Government Voices in Wholesale Market Issues: Engagement Approaches for Decarbonization,"March 23, 2021",https://files.wri.org/d8/s3fs-public/local-government-voices-wholesale-markets.pdf
Consideration of Nature-Based Solutions as Offsets in Corporate Climate Change Mitigation Strategies,"March 22, 2021",https://files.wri.org/d8/s3fs-public/consideration-nature-based-solutions-offsets-corporate-climate-change-mitigation-strategies.pdf
Public International Funding of Nature-based Solutions for Adaptation: A Landscape Assessment,"March 12, 2021",https://files.wri.org/d8/s3fs-public/public-international-funding-nature-based-solutions-adaptation_0.pdf
Improving Access to the Green Climate Fund: How the Fund Can Better Support Developing Country Institutions,"March 10, 2021",https://files.wri.org/d8/s3fs-public/2021-08/improving-access-green-climate-fund.pdf?VersionId=1v0GXCttqShGMAsJxgq3xXJugg8ZkPGV
Increasing Climate Data and Ambition in Indonesia through Enhanced Transparency and Incentive Schemes,"March 10, 2021",https://files.wri.org/d8/s3fs-public/increasing-climate-data-ambition-Indonesia-enhanced-transparency-incentives-schemes.pdf
Implementing Open Data Strategies for Climate Action: Suggestions And Lessons Learned for Government and Civil Society Stakeholders,"March 9, 2021",https://files.wri.org/d8/s3fs-public/implementing-open-data-strategies-for-climate-action_0.pdf
Short-Lived Climate Pollutants and the Economic Recovery,"February 22, 2021",https://files.wri.org/d8/s3fs-public/expert-note-slcps-economic-recovery.pdf
Assessing Physical Risks from Climate Change: Do Companies and Financial Organizations Have Sufficient Guidance?,"February 16, 2021",https://files.wri.org/d8/s3fs-public/assessing-physical-risks-climate-change.pdf
On Equal Ground: Promising Practices for Realizing Women’s Rights in Collectively Held Lands,"February 11, 2021",https://files.wri.org/d8/s3fs-public/on-equal-ground-executive-summary.pdf
Mapping Urban Land Use in India and Mexico using Remote Sensing and Machine Learning,"February 9, 2021",https://files.wri.org/d8/s3fs-public/mapping-urban-land-use-india-mexico-using-remote-sensing-machine-learning.pdf
Mapping Together: A Guide to Monitoring Forest and Landscape Restoration Using Collect Earth Mapathons,"February 9, 2021",https://files.wri.org/d8/s3fs-public/mapping-together.pdf
Improving the Lives of Indigenous Communities through Mapping: A Case Study from Indonesia,"January 30, 2021",https://files.wri.org/d8/s3fs-public/2023-02/improving-lives-indigenous-communities-mapping-wri-indonesia.pdf?VersionId=f0DxEua8MZK0K5NMfgGnKk1hESJjw6YT
"Reshaping Monitoring, Evaluation and Learning for Locally Led Adaptation","January 22, 2021",https://files.wri.org/d8/s3fs-public/reshaping-monitoring-evaluation-learning-locally-led-adaptation.pdf?VersionId=.6V5aM0qOafZltmgiPX.kdOfk2SuwmIT
Locally Led Climate Adaptation: What Is Needed to Accelerate Action and Support?,"January 22, 2021",https://files.wri.org/d8/s3fs-public/locally-led-adaptation-accelerating-action-and-support_0.pdf
The Two Degree Initiative Listening Sessions: Conference Proceedings,"January 22, 2021",https://files.wri.org/d8/s3fs-public/two-degree-initiative-listening-sessions.pdf
Enhancing Nationally Determined Contributions: Opportunities for Ocean-Based Climate Action,"January 19, 2021",https://files.wri.org/d8/s3fs-public/2021-04/enhancing-nationally-determined-contributions-opportunities-ocean-based-climate-action.pdf?VersionId=zEIY0PuwHyP_zzc7UGjt.QFF4ooK0Vmu
Renewable Energy Procurement Guidebook for Colombia,"January 8, 2021",https://files.wri.org/d8/s3fs-public/renewable-energy-procurement-guidebook-colombia.pdf
Simulator to Quantify and Manage Electric Vehicle Load Impacts on Low-voltage Distribution Grids,"January 6, 2021",https://files.wri.org/d8/s3fs-public/technical-note-ev-grid.pdf
Renewable Natural Gas as a Climate Strategy: Guidance for State Policymakers,"December 17, 2020",https://files.wri.org/d8/s3fs-public/renewable-natural-gas-climate-strategy.pdf
"Urban Land Value Capture in São Paulo, Addis Ababa, and Hyderabad: Differing Interpretations, Equity Impacts, and Enabling Conditions","December 17, 2020",https://files.wri.org/d8/s3fs-public/urban-land-value-capture-sao-paulo-addis-ababa-and-hyderabad.pdf
Restoring Landscapes in India for Climate and Communities,"December 8, 2020",https://files.wri.org/d8/s3fs-public/restoring-landscapes-india-climate-and-communities.pdf
Accelerating the Net-Zero Transition: Strategic Action for China’s 14th Five-Year Plan,"December 3, 2020",https://files.wri.org/d8/s3fs-public/2021-06/accelerating-net-zero-transition-china.pdf?VersionId=58Pa6MOgHgZ5Sza1sCSb2oWwlPqETMjP
"Driving System Shifts for Climate Resilience: Case Studies of Transformative Adaptation in Bhutan, Ethiopia, and Costa Rica","November 30, 2020",https://files.wri.org/d8/s3fs-public/driving-system-shifts-for-climate-resilience.pdf
Lessons Learned on Green Stimulus: Case Studies from the Global Financial Crisis,"November 24, 2020",https://files.wri.org/d8/s3fs-public/lessons-learned-on-green-stimulus-case-studies-from-the-global-financial-crisis.pdf
State of Climate Action: Assessing Progress toward 2030 and 2050,"November 19, 2020",https://files.wri.org/d8/s3fs-public/2021-09/state_climate_action.pdf?VersionId=Rw2ZmL1HWNSg4z4iZGYz.SdTmn59xvlS
Following the Money Isn’t Enough: How Civil Society Organizations Provide Accountability for Climate Adaptation Finance,"November 17, 2020",https://files.wri.org/d8/s3fs-public/following-money-isnt-enough.pdf
"Estimating the Role of Seven Commodities in Agriculture-Linked Deforestation: Oil Palm, Soy, Cattle, Wood Fiber, Cocoa, Coffee, and Rubber","November 12, 2020",https://files.wri.org/d8/s3fs-public/estimating-role-seven-commodities-agriculture-linked-deforestation.pdf
The Costs and Benefits Appraisal Tool for Transit Buses (Working Paper),"November 10, 2020",https://environmentaldocuments.com/fedex-2022-23-annual-report.pdf
Building a Climate Resilient Future for Costa Rica’s Coffee Farming Communities,"October 27, 2020",https://files.wri.org/d8/s3fs-public/building-climate-resilient-future-costa-rica-coffee-farming-communities.pdf
A Time For Transformative Partnerships: How Multistakeholder Partnerships Can Accelerate the UN Sustainable Development Goals,"October 26, 2020",https://files.wri.org/d8/s3fs-public/transformative-partnerships-report-final.pdf
"Opportunities for Crop Research, Development and Adoption to Drive Transformative Adaptation in Agriculture","October 16, 2020",https://files.wri.org/d8/s3fs-public/opportunities-crop-research-development-adoption-drive-transformative-adaptation-agriculture.pdf
Applying Climate Services to Transformative Adaptation in Agriculture,"October 16, 2020",https://files.wri.org/d8/s3fs-public/applying-climate-services-transformative-adaptation-agriculture.pdf
A Community Action Toolkit: A Roadmap for Using Environmental Rights to Fight Pollution,"October 15, 2020",https://files.wri.org/d8/s3fs-public/community-action-toolkit-executive-summary.pdf
Cool Food Collective Greenhouse Gas Emissions Baseline and 2030 Reduction Target,"October 14, 2020",https://files.wri.org/d8/s3fs-public/cool-food-collective-greenhouse-gas-emissions-baseline-and-2030-reduction-target.pdf
Undermining Rights: Indigenous Lands and Mining in the Amazon,"October 7, 2020",https://files.wri.org/d8/s3fs-public/Report_Indigenous_Lands_and_Mining_in_the_Amazon_web_1.pdf
"New Climate Federalism: Defining Federal, State, and Local Roles in a U.S. Policy Framework to Achieve Decarbonization","October 5, 2020",https://files.wri.org/d8/s3fs-public/new-climate-federalism-working-paper.pdf
A Vision for a Robust Global Stocktake,"September 25, 2020",https://files.wri.org/d8/s3fs-public/vision-for-robust-global-stocktake-issue-brief_2.pdf
The Role of Long-Duration Energy Storage in Deep Decarbonization: Policy Considerations,"September 24, 2020",https://files.wri.org/d8/s3fs-public/role-long-duration-energy-storage-deep-decarbonization-policy-considerations_0.pdf
How Dockless Bike Sharing Changes Lives: An Analysis of Chinese Cities,"September 24, 2020",https://files.wri.org/d8/s3fs-public/how-dockless-bike-sharing-changes-lives-analysis-chinese-cities_2.pdf
Mainstreaming Climate Change Adaptation in Kenya: Lessons from Makueni and Wajir Counties,"September 15, 2020",https://files.wri.org/d8/s3fs-public/mainstreaming-climate-change-adaptation-kenya_1.pdf
Square Your Circle: How to Ensure a Just Transition to Reuse Business Models in Apparel,"September 8, 2020",https://files.wri.org/d8/s3fs-public/square-your-circle.pdf
"Building Coastal Resilience in Bangladesh, the Philippines, and Colombia: Country Experiences with Mainstreaming Climate Adaptation","September 8, 2020",https://files.wri.org/d8/s3fs-public/building-coastal-resilience-bangladesh-philippines-colombia_0.pdf
Ending Conflicts Over Water,"September 2, 2020",https://files.wri.org/d8/s3fs-public/ending-conflicts-over-water.pdf
Aggregating Cities’ GHG Mitigation Targets with Modeled Emissions Scenarios,"August 28, 2020",https://files.wri.org/d8/s3fs-public/aggregating-cities-ghg-mitigation-targets.pdf
Designing and Communicating Net-Zero Targets,"July 29, 2020",https://files.wri.org/d8/s3fs-public/designing-communicating-net-zero-targets.pdf
Linking Electricity Access and Development Outcomes in Africa: A Framework for Action,"July 29, 2020",https://files.wri.org/d8/s3fs-public/linking-electricity-access-developement-outcomes-africa.pdf
America’s New Climate Economy: A Comprehensive Guide to the Economic Benefits of Climate Policy in the United States,"July 28, 2020",https://files.wri.org/d8/s3fs-public/americas-new-climate-economy.pdf
Case Study of an Energy Project in Health Facilities in Kenya: How to Implement Demand-Based Approaches,"July 27, 2020",https://files.wri.org/d8/s3fs-public/case-study-energy-project-health-facilities-kenya.pdf
How Electricity Distribution Companies In India Can Work With Commercial And Industrial Consumers For Renewable Energy Procurement,"July 9, 2020",https://files.wri.org/d8/s3fs-public/how-electricity-distribution-companies-india-can-work-commercial-industrial-consumers-renewable-energy-procurement.pdf
The Impact Investors’ Blind Spot: Local Clean Energy Entrepreneurs in Kenya,"July 1, 2020",https://files.wri.org/d8/s3fs-public/impact-investors-blind-spot-local-clean-energy-entrepreneurs-kenya.pdf
ImpactAr Tool: Valuing Air Quality Health Impacts of Urban Bus Fleet Changes in Brazil (2020),"June 26, 2020",https://files.wri.org/d8/s3fs-public/impactar-tool_0.pdf
ACCC: Local Government Renewables Action Tracker: Summary of Methods and Data,"June 24, 2020",https://files.wri.org/d8/s3fs-public/accc-local-government-renewables-action-tracker-summary-of-methods-data.pdf
Who’s Governing Community Forests? Gendered Participation in Liberian Forest Management,"June 8, 2020",https://files.wri.org/d8/s3fs-public/whos-governing-community-forests.pdf
Spatial Characterization of Urban Land Use through Machine Learning,"June 8, 2020",https://files.wri.org/d8/s3fs-public/spatial-characterization-urban-land-use-machine-learning.pdf
Action Plans and Policy Recommendations on Vehicle Grid Integration in China,"June 1, 2020",https://files.wri.org/d8/s3fs-public/2022-01/action-plans-policy-recommendations-vehicle-grid-integration-china_0.pdf?VersionId=N_9qVIMgzvUb132BB_px9MhP7pikbk12
Towards a Better Hong Kong: Pathways to Net Zero Carbon Emissions by 2050,"June 1, 2020",https://files.wri.org/d8/s3fs-public/2022-12/pathways-net-zero-emissions-2050.pdf?VersionId=ix2UvwcferspBMZDxtkCWzZsSRph6Moz
Comparing the Life Cycle Greenhouse Gas Emissions of Dairy and Pork Systems Across Countries Using Land-Use Carbon Opportunity Costs,"May 29, 2020",https://files.wri.org/d8/s3fs-public/comparing-life-cycle-greenhouse-gas-emissions-dairy-pork-systems_0.pdf
Estimating Power Plant Generation in the Global Power Plant Database,"May 15, 2020",https://files.wri.org/d8/s3fs-public/estimating-power-plant-generation-global-power-plant-database.pdf
Public Transit and Transportation Infrastructure: Creating Jobs and Supporting Transit Across the United States,"April 27, 2020",https://files.wri.org/d8/s3fs-public/expert-note-public-transportation.pdf
Restoring Trees to the Landscape: Creating “Shovel-Ready” Jobs Across the United States,"April 27, 2020",https://files.wri.org/d8/s3fs-public/expert-note-tree-restoration.pdf
"Grid Modernization: Creating Jobs, Cutting Electric Bills, and Improving Resiliency","April 27, 2020",https://files.wri.org/d8/s3fs-public/expert-note-grid-modernization.pdf
Manufacturing Electric School and Transit Buses: Creating Jobs and Economic Growth,"April 27, 2020",https://files.wri.org/d8/s3fs-public/expert-note-electric-buses.pdf
Building Energy Efficiency and Energy Assistance: Creating Jobs and Providing Relief to States Across the Country,"April 27, 2020",https://files.wri.org/d8/s3fs-public/expert-note-building-efficiency-energy-assistance.pdf
Aqueduct Floods Methodology,"April 23, 2020",https://files.wri.org/d8/s3fs-public/aqueduct-floods-methodology.pdf
Assessing the Sustainable Development Impacts of Renewable Power Technologies in India: An Economic Returns Framework,"April 21, 2020",https://files.wri.org/d8/s3fs-public/assessing-sustainable-development-impacts-renewable-power-technologies-india_0.pdf
Mapping Public Water Management: Proof of Concept,"April 10, 2020",https://files.wri.org/d8/s3fs-public/mapping-public-water-management-proof-of-concept.pdf
Implementing Nationally Determined Contributions (NDCs),"March 17, 2020",https://files.wri.org/d8/s3fs-public/implementing-ndcs.pdf
Looking Past the Horizon: the Case for Indonesia’s Long-Term Strategy for Climate Action,"March 13, 2020",https://files.wri.org/d8/s3fs-public/looking-past-horizon.pdf
Universal Mill List: A Standardized Methodology for Creating a Global Database of Palm Oil Mills,"March 10, 2020",https://files.wri.org/d8/s3fs-public/universal-mill-list-standardized-methodology-creating-global-database-palm-oil-mills.pdf
Leveraging Water Data in a Machine Learning–Based Model for Forecasting Violent Conflict,"March 2, 2020",https://files.wri.org/d8/s3fs-public/leveraging-water-data-in-machine-learning-based-model-for-forecasting-violent-conflict.pdf
Guidance for Calculating Water Use Embedded in Purchased Electricity,"February 27, 2020",https://files.wri.org/d8/s3fs-public/guidance-calculating-water-use-embedded-purchased-electricity_0.pdf
Sustainability Index for Landscape Restoration,"February 26, 2020",https://files.wri.org/d8/s3fs-public/sustainability-index-landscape-restoration.pdf
Understanding the Impact of Bus Aggregators on Urban Mobility in India’s National Capital Region,"February 7, 2020",https://files.wri.org/d8/s3fs-public/understanding-impact-bus-aggregators-urban-mobility-indias-national-capital-region.pdf
CarbonShot: Federal Policy Options for Carbon Removal in the United States,"January 31, 2020",https://files.wri.org/d8/s3fs-public/carbonshot-federal-policy-options-for-carbon-removal-in-the-united-states-executive-summary.pdf
"Implementing Demand Aggregation for Rooftop Solar Systems in Micro, Small, and Medium-Sized Enterprise Clusters","January 30, 2020",https://files.wri.org/d8/s3fs-public/implementing-demand-aggregation-rooftop-solar-systems.pdf
Assessing Clean Energy Opportunities Through Demand Aggregation in Bengaluru’s Apartment Buildings,"January 30, 2020",https://files.wri.org/d8/s3fs-public/assessing-clean-energy-opportunities_0.pdf
Achieving Abundance: Understanding the Cost of a Sustainable Water Future,"January 21, 2020",https://files.wri.org/d8/s3fs-public/achieving-abundance.pdf
Playbook for Guiding Diners Toward Plant-Rich Dishes in Food Service,"January 7, 2020",https://files.wri.org/d8/s3fs-public/19_Report_Playbook_Plant-Rich_Diets_final.pdf
Places to Watch Palm and Soy: Identifying High Priority Forest Disturbances Related to Palm in Southeast Asia and Soy in South America Using GLAD Alerts,"January 5, 2020",https://files.wri.org/d8/s3fs-public/places-watch-palm-and-soy.pdf
Quantifying the Grid Impacts from Large Adoption of Electric Vehicles in China,"January 1, 2020",https://files.wri.org/d8/s3fs-public/2022-02/quantifying-grid-impacts-large-adoption-electric-vehicles-china.pdf?VersionId=uTaNtsYBiAjWu7Ri2M887scAS9E66Vl.
Untreated and Unsafe: Solving the Urban Sanitation Crisis in the Global South,"December 18, 2019",https://files.wri.org/d8/s3fs-public/untreated-and-unsafe.pdf
Enhancing NDCs: Opportunities in Transport,"December 2, 2019",https://files.wri.org/d8/s3fs-public/enhancing-ndcs-opportunities-transport.pdf
NDC Enhancement: Opportunities in Agriculture,"December 2, 2019",https://files.wri.org/d8/s3fs-public/ndc-enhancement-opportunities-agriculture_1.pdf
Enhancing NDCs: Opportunities in the Power Sector,"December 2, 2019",https://files.wri.org/d8/s3fs-public/enhancing-ndcs-opportunities-power-sector.pdf
NDC Enhancement: Opportunities in the Forest and Land-use Sector,"December 2, 2019",https://files.wri.org/d8/s3fs-public/ndc-enhancement-opportunities-forest-and-land-use-sector.pdf
Setting a Common Time Frame for Nationally Determined Contributions,"December 2, 2019",https://files.wri.org/d8/s3fs-public/setting-common-time-frame-ndc_0.pdf
Making Sense of Article 6: Key Issues and What's at Stake,"December 2, 2019",https://files.wri.org/d8/s3fs-public/making-sense-article-6.pdf
